name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Sergiño Dest,"0.00,0.00,0.00","0.25,0.00,0.00","0.25,0.00,0.00","0.00,0.00,0.00","0,0,0","1.31,2.34,0.00","0.12,0.00,0.00","[None, None, '0']","0,0,0","[None, None, '13']","[None, None, '14']","[None, None, '0']","[None, None, '10']","[None, None, '3']","[None, None, '1']","[None, None, '5.63']","[None, None, '0.00']","[None, None, '0']","25,2,0","[None, None, '0']","[None, None, '1']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '37']","12,2,0","[None, None, '0']","[None, None, '2']"
Toni Lato,"[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","1,0,0","0.77,0.00,0.00","0.38,0.00,0.00","['0', None, '0']","0,0,0","['168', None, '3']","['256', None, '4']","['4', None, '0']","['136', None, '2']","['28', None, '1']","['7', None, '0']","['1.34', None, '0.00']","['0.19', None, '0.00']","['20', None, '0']","12,0,0","['7', None, '0']","['111', None, '4']","['32', None, '1']","['13', None, '0']","['0', None, '0']","['10', None, '0']","['753', None, '5']","13,1,1","['9', None, '0']","['61', None, '1']"
Ousmane Dembélé,"0.43,0.25,0.00","0.27,0.00,0.00","0.70,0.25,0.00","0.43,0.25,0.00","8,1,0","2.06,1.26,0.00","0.87,0.50,0.00","0,0,0","0,0,0","790,201,11","1018,261,12","16,4,0","651,166,9","123,31,2","86,18,2","4.66,4.54,8.57","0.70,0.50,0.00","19,0,0","10,0,0","20,3,0","350,58,3","82,10,2","15,4,1","0,0,0","89,16,0","8148,1926,92","22,1,0","6,1,0","102,21,1"
Ronald Araújo,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","[None, '0.38', '0.00']","[None, '0.00', '0.00']","[None, '0', '0']","0,0,0","[None, '197', '67']","[None, '208', '76']","[None, '0', '0']","[None, '147', '44']","[None, '50', '23']","[None, '0', '0']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '4', '2']","[None, '2', '2']","[None, '4', '2']","[None, '26', '6']","[None, '8', '3']","[None, '9', '2']","[None, '3', '2']","[None, '1', '0']","[None, '744', '334']","[None, '2', '0']","[None, '5', '2']","[None, '18', '6']"
Francisco Trincão,"0.00,0.46,0.00","0.00,0.34,0.00","0.00,0.80,0.00","0.00,0.46,0.00","0,8,0","1.02,2.63,4.35","0.00,1.09,2.90","[None, None, '0']","0,0,0","[None, None, '20']","[None, None, '26']","[None, None, '2']","[None, None, '17']","[None, None, '1']","[None, None, '2']","[None, None, '2.90']","[None, None, '0.00']","[None, None, '1']","0,15,0","[None, None, '2']","[None, None, '11']","[None, None, '2']","[None, None, '0']","[None, None, '0']","[None, None, '0']","[None, None, '270']","3,20,0","[None, None, '0']","[None, None, '2']"
Pedri,"0.13,0.00","0.19,0.00","0.32,0.00","0.13,0.00","4,0","1.37,0.00","0.48,0.00","[None, '0']","0,0","[None, '27']","[None, '34']","[None, '1']","[None, '24']","[None, '2']","[None, '2']","[None, '2.57']","[None, '0.00']","[None, '4']","33,3","[None, '3']","[None, '21']","[None, '4']","[None, '2']","[None, '0']","[None, '1']","[None, '244']","18,0","[None, '0']","[None, '7']"
Denis Cheryshev,"0.11,0.10,0.00","0.11,0.19,4.50","0.21,0.29,4.50","0.11,0.10,0.00","2,1,0","1.53,2.04,0.00","0.37,0.68,0.00","0,0,0","0,0,0","472,240,10","722,349,14","8,7,0","376,196,7","88,37,3","59,18,3","3.11,1.75,13.50","0.16,0.39,4.50","47,12,0","35,7,0","49,22,0","599,173,1","147,37,0","42,24,0","4,1,0","22,13,0","4266,2139,117","42,23,1","26,10,1","143,74,5"
Ansu Fati,"0.61,1.35","0.09,0.00","0.70,1.35","0.61,1.35","7,3","2.89,2.25","1.05,1.80","0,0","0,0","446,100","538,120","16,3","415,96","15,1","38,9","3.33,4.05","0.26,0.90","19,4","10,1","16,3","224,35","68,8","16,4","1,0","23,10","4224,944","19,3","6,1","54,9"
Miralem Pjanić,"0.08,0.12,0.00","0.24,0.24,0.00","0.32,0.36,0.00","0.08,0.12,0.00","2,3,0","1.18,0.83,3.10","0.32,0.20,0.00","5,8,1","0,0,0","1826,1767,33","2075,2014,37","19,44,0","1263,1407,27","544,316,6","110,94,2","4.34,3.72,6.21","0.32,0.40,0.00","40,46,1","18,26,1","64,56,0","486,384,8","114,109,1","37,38,0","6,12,0","16,16,0","6870,5427,73","37,39,1","5,18,1","248,261,7"
Antoine Griezmann,"0.42,0.32,0.00","0.23,0.14,0.00","0.56,0.46,0.00","0.34,0.32,0.00","15,9,0","3.10,1.94,1.49","1.27,0.81,0.00","16,0,0","3,0,0","1136,935,57","1510,1147,65","30,40,4","921,766,47","185,129,6","127,59,0","3.57,2.08,0.00","0.45,0.35,0.00","40,34,2","24,18,2","37,31,3","753,427,27","154,135,7","19,29,1","2,3,0","35,18,0","6969,4279,260","18,10,1","31,24,1","184,128,4"
Clément Lenglet,"0.05,0.07,0.00","0.00,0.04,0.00","0.05,0.11,0.00","0.05,0.07,0.00","1,2,0","0.28,0.37,0.00","0.09,0.11,0.00","0,0,0","0,0,0","1024,1989,87","1146,2147,99","4,21,1","728,1366,61","292,602,25","1,14,2","0.05,0.52,1.37","0.00,0.11,1.37","59,50,2","43,38,0","42,29,3","256,282,24","85,122,6","42,44,1","22,19,0","4,5,2","4912,9816,376","30,32,4","36,65,2","170,256,16"
Sergi Roberto,"0.00,0.04,0.33","0.30,0.08,0.00","0.30,0.12,0.33","0.00,0.04,0.33","0,1,1","0.39,0.35,1.00","0.09,0.12,0.33","0,0,0","0,0,0","1603,1964,187","1779,2132,210","30,46,4","1407,1698,168","166,220,15","46,52,2","1.98,2.00,0.67","0.43,0.35,0.00","30,27,3","20,19,2","23,24,4","322,237,21","109,70,5","39,33,9","4,4,4","17,14,0","7418,8868,801","18,18,2","19,22,1","183,217,28"
Philippe Coutinho,"0.22,0.51,0.42","0.09,0.38,0.84","0.31,0.83,1.26","0.22,0.45,0.42","5,8,1","2.99,3.57,2.10","1.38,1.66,1.26","3,2,0","0,1,0","1260,709,129","1464,867,145","21,13,1","1092,559,109","147,137,19","88,78,6","3.92,4.98,2.52","0.27,0.77,1.26","18,28,5","12,25,4","24,16,1","370,235,29","94,92,9","37,14,3","3,2,0","63,45,5","8790,4940,806","19,5,4","4,6,2","132,92,8"
Jordi Alba,"0.06,0.08,0.00","0.24,0.21,0.35","0.30,0.29,0.35","0.06,0.08,0.00","2,2,0","0.42,0.29,0.71","0.12,0.12,0.71","0,0,1","0,0,0","2305,1864,196","2686,2141,229","21,35,3","2028,1600,172","256,229,21","81,45,3","2.44,1.85,1.06","0.48,0.21,0.35","45,25,2","33,14,0","53,30,6","450,231,32","154,68,9","74,40,12","7,5,1","20,10,3","8068,6405,672","25,18,4","11,10,0","298,211,28"
Sergio Busquets,"0.00,0.07,0.00","0.03,0.07,0.00","0.03,0.14,0.00","0.00,0.07,0.00","0,2,0","0.20,0.36,0.00","0.00,0.14,0.00","0,0,0","0,0,0","2163,2331,203","2397,2584,231","46,56,7","1651,1838,163","466,437,33","48,54,6","1.59,1.96,2.10","0.13,0.36,0.00","80,78,5","57,63,4","99,63,7","758,491,49","217,146,19","71,52,7","10,5,1","17,22,0","6935,6947,405","38,46,5","32,40,1","337,351,24"
Neto,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0,0,0","494,55,97","842,62,115","2,0,2","195,41,63","297,14,32","3,1,1","0.09,0.50,0.33","0.00,0.00,0.00","0,0,0","0,0,0","1,0,0","1,0,0","0,0,0","1,0,0","0,0,0","0,0,0","1965,116,249","0,0,0","0,0,0","145,6,11"
Gerard Piqué,"0.11,0.03,0.00","0.06,0.00,0.00","0.17,0.03,0.00","0.11,0.03,0.00","4,1,0","0.57,0.44,0.00","0.31,0.17,0.00","0,1,0","0,0,0","2230,2469,174","2429,2659,189","12,16,2","1590,1647,127","628,806,45","24,12,0","0.69,0.35,0.00","0.17,0.03,0.00","45,37,2","27,22,1","37,29,1","273,244,18","87,83,8","63,66,2","26,26,0","16,9,0","11358,13521,745","24,32,2","91,128,2","473,391,37"
David García,"0.08,0.00,0.00","0.04,0.00,0.00","0.12,0.00,0.00","0.08,0.00,0.00","2,0,0","[None, '0.61', '0.25']","[None, '0.16', '0.00']","[None, '0', '0']","0,0,0","[None, '861', '73']","[None, '1160', '136']","[None, '8', '1']","[None, '524', '40']","[None, '329', '32']","[None, '16', '1']","[None, '0.52', '0.25']","[None, '0.03', '0.00']","[None, '39', '3']","[None, '27', '1']","[None, '36', '2']","[None, '263', '40']","[None, '93', '10']","[None, '46', '8']","[None, '17', '2']","[None, '2', '0']","[None, '3182', '311']","[None, '52', '9']","[None, '151', '31']","[None, '413', '77']"
Ivo Grbić,"['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]","['0.00', '0.00', None]",,,,,,,,,,,,,,,,,,,,,,,"[None, None, None]","[None, None, None]","[None, None, None]"
Sergio Camello,"['2.00', '0.00', None]","['0.00', '0.00', None]","['2.00', '0.00', None]","['2.00', '0.00', None]","1,0","6.00,0.00","2.00,0.00","0,0","0,0","8,2","10,5","0,0","7,1","1,1","1,0","2.00,0.00","0.00,0.00","1,1","1,1","0,0","4,4","2,0","0,0","0,0","0,0","82,14","0,0","0,1","3,0"
Lionel Messi,"1.19,0.78,0.33","0.43,0.66,0.00","1.49,1.28,0.00","1.06,0.62,0.00","36,25,1","5.54,4.81,3.67","2.82,1.97,1.67","41,43,1","4,5,1","1524,1700,175","1939,2142,214","21,38,8","1214,1395,151","289,267,16","220,220,16","7.30,6.87,5.33","1.19,1.13,0.67","15,14,1","12,10,1","20,18,3","324,287,31","91,87,10","14,7,2","0,0,1","149,184,10","13325,14619,1150","22,20,4","3,6,2","131,127,8"
Dimitri Foulquier,"0.00,0.08,0.00","0.00,0.00,0.00","0.00,0.08,0.00","0.00,0.08,0.00","0,1,0","0.00,0.40,0.00","0.00,0.16,0.00","0,0,0","0,0,0","10,281,127","13,413,164","1,8,2","6,235,107","3,38,18","1,11,2","1.53,0.88,0.50","0.00,0.00,0.00","1,23,6","1,8,2","1,19,5","18,198,48","6,58,13","2,24,3","0,2,0","2,12,4","110,2153,626","0,20,1","0,13,3","4,113,41"
Thomas Lemar,"0.10,0.00,0.00","0.15,0.00,0.00","0.25,0.00,0.00","0.10,0.00,0.00","2,0,0","1.29,1.07,0.00","0.54,0.29,0.00","1,3,0","0,0,0","820,319,16","1013,405,16","15,8,0","689,240,14","116,71,2","60,19,0","2.97,1.85,0.00","0.35,0.10,0.00","30,12,0","15,9,0","41,12,0","630,196,5","109,48,2","36,18,0","1,0,0","60,21,1","6247,2607,106","23,7,2","5,9,0","126,77,2"
Marcos Llorente,"0.00,0.20,0.89","0.00,0.20,0.89","0.00,0.39,1.78","0.00,0.20,0.89","0,3,1","0.33,0.92,3.56","0.33,0.33,0.89","0,0,0","0,0,0","344,395,42","372,507,55","6,18,3","244,320,34","94,57,5","7,27,3","1.17,1.78,2.67","0.17,0.46,0.89","16,33,1","10,22,0","14,26,0","115,309,21","30,98,8","8,30,2","0,5,0","5,25,2","2191,3237,219","15,24,1","2,15,1","58,125,14"
Héctor Herrera,"0.20,0.00,0.00","0.00,0.16,0.00","0.20,0.16,0.00","0.20,0.00,0.00","6,0,0","1.65,1.12,0.00","0.54,0.08,0.00","[None, '0', '0']","0,0,0","[None, '671', '19']","[None, '777', '21']","[None, '14', '1']","[None, '540', '15']","[None, '117', '3']","[None, '36', '1']","[None, '2.89', '6.00']","[None, '0.24', '0.00']","[None, '32', '1']","49,26,1","[None, '29', '1']","[None, '220', '3']","[None, '70', '2']","[None, '28', '0']","[None, '6', '0']","[None, '16', '0']","[None, '3240', '102']","64,18,1","[None, '28', '0']","[None, '143', '3']"
Vitolo,"0.00,0.22,0.00","0.12,0.15,0.00","0.12,0.37,0.00","0.00,0.22,0.00","0,3,0","0.84,1.25,0.00","0.12,0.81,0.00","0,0,0","0,0,0","259,449,25","331,533,29","7,37,2","229,378,20","23,34,3","22,39,2","2.63,2.86,3.05","0.36,0.22,1.53","18,17,1","15,12,1","19,22,1","219,265,11","44,82,2","15,30,0","1,0,0","27,36,0","3123,4037,76","6,26,0","5,12,2","60,106,4"
Koke,"0.10,0.13,0.00","0.17,0.17,0.00","0.28,0.30,0.00","0.10,0.13,0.00","3,4,0","0.70,0.77,1.12","0.17,0.30,0.00","1,0,0","0,0,0","1698,1436,111","2057,1752,123","46,63,2","1357,1177,90","295,196,19","97,91,7","3.38,3.04,3.91","0.24,0.27,0.56","75,79,4","46,54,1","95,94,9","725,484,34","167,137,9","47,51,2","5,9,0","31,19,1","6184,4744,397","34,23,3","14,28,0","252,291,16"
Yannick Carrasco,"0.74,0.14,0.00","0.30,0.29,0.00","0.74,0.43,0.00","0.43,0.14,0.00","17,1,0","3.72,2.42,1.49","1.73,0.86,0.74","[None, '1', '0']","7,0,0","[None, '174', '59']","[None, '232', '70']","[None, '4', '2']","[None, '147', '50']","[None, '23', '7']","[None, '25', '8']","[None, '3.57', '5.95']","[None, '1.00', '0.00']","[None, '13', '3']","14,7,3","[None, '16', '2']","[None, '148', '21']","[None, '38', '8']","[None, '11', '3']","[None, '0', '0']","[None, '18', '7']","[None, '1912', '611']","26,8,1","[None, '2', '0']","[None, '60', '11']"
Luis Suárez,"0.67,0.72,1.19","0.19,0.36,0.60","0.73,1.04,1.79","0.54,0.68,1.19","21,16,2","3.44,3.51,5.36","1.66,1.89,1.79","6,1,0","4,1,0","767,529,32","1025,697,45","25,18,1","603,436,27","139,75,4","125,73,5","3.98,3.29,2.98","0.83,0.77,1.19","20,3,0","14,2,0","17,8,0","423,191,14","120,48,4","23,13,1","3,1,0","62,25,1","5423,2529,148","31,15,0","8,5,0","117,66,5"
Mario Hermoso,"0.10,0.00,0.00","0.00,0.00,0.00","0.10,0.00,0.00","0.10,0.00,0.00","3,0,0","0.87,0.22,0.00","0.35,0.15,0.00","7,0,0","0,0,0","1380,511,83","1631,642,91","11,4,1","886,344,60","483,163,22","20,7,1","0.64,0.52,1.00","0.06,0.00,0.00","34,13,1","25,9,0","38,19,0","168,90,4","58,25,1","48,16,0","27,4,0","12,3,1","5743,2152,449","22,18,0","46,26,5","332,136,10"
Diego Costa,"0.16,0.33,0.76","0.16,0.27,0.00","0.32,0.47,0.76","0.16,0.20,0.76","2,5,1","1.29,2.20,1.51","0.81,0.53,1.51","0,0,0","0,2,0","220,260,27","311,366,34","10,11,1","191,213,25","19,36,1","20,28,4","1.62,1.87,3.03","0.24,0.33,0.76","5,10,0","2,9,0","7,10,0","236,200,12","47,59,3","6,14,0","1,3,0","14,15,0","1729,1766,90","22,20,1","24,58,3","31,56,0"
Ángel Correa,"0.14,0.22,0.47","0.09,0.26,0.95","0.23,0.48,1.42","0.14,0.22,0.47","3,5,1","1.50,1.92,0.95","0.52,0.74,0.47","0,1,0","0,0,0","566,454,53","766,603,70","15,27,2","491,385,47","60,42,4","79,64,5","3.71,2.79,2.37","0.56,0.44,0.95","38,23,1","30,15,1","54,40,4","579,410,41","145,123,13","29,39,5","4,6,0","65,41,5","5457,3619,330","38,26,3","12,16,0","164,147,10"
Saúl Ñíguez,"0.12,0.18,0.00","0.03,0.00,0.00","0.15,0.12,0.00","0.12,0.12,0.00","4,6,0","1.60,1.20,1.06","0.62,0.23,0.35","1,2,0","0,2,0","1246,1376,158","1619,1732,184","17,33,4","1042,1097,136","187,246,18","43,50,3","1.32,1.46,1.06","0.22,0.06,0.00","81,98,5","60,65,3","88,91,6","761,602,47","176,192,15","95,102,2","10,17,0","52,24,2","7681,6343,528","55,63,4","71,109,9","324,370,37"
Renan Lodi,"0.00,0.04,0.00","0.00,0.08,0.00","0.00,0.11,0.00","0.00,0.04,0.00","0,1,0","1.03,0.60,1.33","1.03,0.11,0.33","[None, '0', '0']","0,0,0","[None, '926', '155']","[None, '1246', '199']","[None, '23', '6']","[None, '757', '118']","[None, '146', '31']","[None, '31', '0']","[None, '1.16', '0.00']","[None, '0.08', '0.00']","[None, '72', '9']","1,46,7","[None, '77', '6']","[None, '363', '49']","[None, '101', '18']","[None, '63', '3']","[None, '8', '0']","[None, '14', '3']","[None, '4883', '705']","8,42,5","[None, '27', '3']","[None, '225', '38']"
João Félix,"0.78,0.31,0.38","0.37,0.05,0.38","1.15,0.36,0.77","0.78,0.31,0.38","15,6,1","3.50,3.30,3.45","1.41,0.93,0.77","[None, '2', '1']","0,0,0","[None, '410', '95']","[None, '531', '115']","[None, '19', '9']","[None, '356', '75']","[None, '35', '11']","[None, '50', '10']","[None, '2.58', '3.83']","[None, '0.21', '0.77']","[None, '9', '1']","12,4,1","[None, '14', '2']","[None, '211', '30']","[None, '47', '8']","[None, '11', '0']","[None, '1', '0']","[None, '20', '10']","[None, '3478', '691']","26,33,3","[None, '16', '5']","[None, '86', '13']"
Thomas Partey,"0.13,0.11,0.00","0.17,0.00,0.00","0.30,0.11,0.00","0.13,0.11,0.00","3,3,0","1.57,1.09,1.80","0.30,0.28,0.00","2,1,0","0,0,0","1170,1414,196","1406,1704,221","15,38,3","919,1074,141","236,302,52","51,49,5","2.22,1.73,2.25","0.39,0.32,0.00","62,65,10","41,45,7","51,65,5","498,445,50","147,138,15","47,56,4","8,9,1","47,47,7","6338,6825,998","31,48,5","31,59,3","259,384,26"
Stefan Savić,"0.00,0.00,0.00","0.13,0.00,0.00","0.13,0.00,0.00","0.00,0.00,0.00","0,0,0","0.45,0.09,0.50","0.00,0.05,0.00","0,0,0","0,0,0","447,864,114","542,1036,133","1,8,2","287,581,81","159,275,31","5,5,0","0.32,0.23,0.00","0.13,0.00,0.00","12,16,3","5,8,3","13,15,2","70,95,10","29,41,6","22,26,0","11,11,0","1,4,0","1995,3550,464","15,15,1","35,60,5","128,244,28"
Kieran Trippier,"0.04,0.00,0.00","0.12,0.18,0.00","0.16,0.18,0.00","0.04,0.00,0.00","1,0,0","0.32,0.14,0.00","0.12,0.00,0.00","4,2,0","0,0,0","1515,938,171","2000,1309,211","10,14,5","1130,721,136","375,203,30","78,69,7","3.08,3.14,2.33","0.40,0.36,0.33","66,49,9","38,28,6","54,61,8","424,240,42","138,73,15","55,47,5","5,7,1","9,14,1","4301,3734,478","20,20,2","26,21,6","273,190,33"
Jan Oblak,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00",,,,,,"468,558,58","850,960,77","1,3,0","142,179,35","325,376,23","1,2,0","0.03,0.05,0.00","0.00,0.00,0.00","0,0,0","0,0,0","0,0,0","3,1,0","0,0,0","0,0,0","0,0,0","1,1,0","2067,2327,225","1,0,0","0,0,0","116,148,17"
Alejandro Blanco,"0.00,0.23,0.00","0.00,0.11,0.00","0.00,0.34,0.00","0.00,0.23,0.00","0,2,0","0.00,2.70,0.85","0.00,1.01,0.00","['0', None, '0']","0,0,0","['4', None, '20']","['6', None, '28']","['0', None, '2']","['4', None, '17']","['0', None, '1']","['0', None, '2']","['0.00', None, '1.70']","['0.00', None, '0.00']","['0', None, '0']","0,10,0","['2', None, '3']","['4', None, '32']","['1', None, '8']","['1', None, '3']","['0', None, '0']","['1', None, '0']","['67', None, '244']","0,17,1","['0', None, '1']","['2', None, '9']"
Uroš Račić,"[None, '0.11', '0.00']","[None, '0.04', '0.00']","[None, '0.15', '0.00']","[None, '0.11', '0.00']","1,3,0","[None, '1.08', '0.83']","[None, '0.22', '0.00']","[None, None, '0']","0,0,0","[None, None, '40']","[None, None, '48']","[None, None, '1']","[None, None, '28']","[None, None, '11']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '4']","[None, '30', '3']","[None, None, '2']","[None, None, '23']","[None, None, '9']","[None, None, '1']","[None, None, '1']","[None, None, '2']","[None, None, '231']","[None, '45', '1']","[None, None, '4']","[None, None, '15']"
Eliaquim Mangala,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","[None, '0.13', '0.00']","[None, '0.00', '0.00']","[None, '0', '0']","0,0,0","[None, '254', '8']","[None, '289', '12']","[None, '2', '0']","[None, '170', '6']","[None, '82', '2']","[None, '0', '0']","[None, '0.00', '0.00']","[None, '0.00', '0.00']","[None, '6', '0']","[None, '4', '0']","[None, '4', '0']","[None, '44', '2']","[None, '16', '1']","[None, '11', '0']","[None, '5', '0']","[None, '0', '0']","[None, '914', '52']","[None, '13', '0']","[None, '16', '1']","[None, '61', '2']"
Manu Vallejo,"0.27,0.43,1.29","0.10,0.00,0.00","0.37,0.43,1.29","0.27,0.43,1.29","8,2,2","[None, '1.72', '1.94']","[None, '0.65', '1.94']","[None, '0', '0']","0,0,0","[None, '70', '32']","[None, '94', '44']","[None, '3', '0']","[None, '54', '26']","[None, '13', '6']","[None, '11', '1']","[None, '2.37', '0.65']","[None, '0.22', '0.00']","[None, '6', '2']","[None, '2', '1']","[None, '8', '5']","[None, '122', '40']","[None, '27', '4']","[None, '5', '0']","[None, '0', '0']","[None, '8', '2']","[None, '708', '286']","[None, '6', '1']","[None, '5', '1']","[None, '21', '4']"
Esquerdo,"0.00,0.00","0.00,0.00","0.00,0.00","0.00,0.00","0,0","0.00,0.62","0.00,0.00","0,0","0,0","6,50","9,63","0,2","4,36","2,12","0,0","0.00,0.00","0.00,0.00","0,2","0,2","0,2","4,32","1,13","1,4","0,1","0,1","83,180","0,2","1,0","2,10"
Yunus Musah,0.00,0.00,0.00,0.00,0,0.34,0.00,0,0,55,79,0,43,12,2,0.67,0.00,7,3,5,60,12,7,0,5,613,5,2,17
Thierry Correia,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.00,0.35,0.00","0.00,0.00,0.00","[None, '0', '0']","0,0,0","[None, '107', '65']","[None, '134', '97']","[None, '2', '0']","[None, '82', '48']","[None, '23', '17']","[None, '4', '2']","[None, '1.39', '0.91']","[None, '0.35', '0.00']","[None, '7', '8']","6,5,4","[None, '3', '1']","[None, '32', '42']","[None, '15', '13']","[None, '6', '6']","[None, '0', '1']","[None, '1', '4']","[None, '448', '344']","8,3,1","[None, '0', '0']","[None, '21', '21']"
Lee Kangin,"0.00,0.40,0.00","0.00,0.00,0.80","0.00,0.40,0.80","0.00,0.40,0.00","0,2,0","3.75,2.18,1.20","0.00,0.79,0.40","0,0,0","0,0,0","8,188,69","15,239,79","0,4,0","6,149,54","2,35,15","1,13,10","3.75,2.58,4.00","0.00,0.40,0.80","2,3,2","0,2,2","3,5,5","17,113,70","1,28,12","0,3,2","0,0,0","0,9,3","146,1648,608","2,8,1","0,2,1","2,25,12"
Gabriel Paulista,"0.00,0.03,0.50","0.03,0.03,0.00","0.03,0.06,0.50","0.00,0.03,0.50","0,1,1","0.34,0.26,1.50","0.07,0.06,1.00","0,0,0","0,0,0","1142,1520,82","1289,1708,93","6,14,2","750,1014,49","386,492,31","14,6,1","0.48,0.19,0.50","0.10,0.03,0.00","29,16,2","17,9,2","28,23,3","122,117,13","48,41,3","51,49,2","20,30,2","2,6,0","5432,7960,334","25,16,2","55,84,5","289,310,12"
Jason,"0.08,0.08,0.00","0.19,0.31,0.00","0.27,0.38,0.00","0.08,0.08,0.00","2,1,0","1.20,2.07,0.49","0.31,0.61,0.00","3,4,0","0,0,0","573,236,32","836,407,45","10,5,0","456,183,28","107,48,4","52,40,1","2.01,3.06,0.49","0.31,0.54,0.49","42,31,4","25,19,2","75,36,7","513,256,48","108,79,11","41,23,6","2,2,2","31,20,3","5562,2228,423","26,24,2","29,15,0","200,109,10"
Kévin Gameiro,"0.33,0.34,0.00","0.06,0.11,0.00","0.39,0.46,0.00","0.33,0.34,0.00","6,6,0","1.95,1.08,0.70","0.78,0.57,0.00","0,0,0","0,0,0","334,331,21","434,436,27","5,12,0","302,289,18","27,30,3","49,30,2","2.74,1.71,1.41","0.33,0.34,0.00","11,15,2","9,12,2","17,17,3","400,348,40","76,72,16","15,13,1","3,0,0","14,22,0","3257,2939,133","11,14,3","12,7,2","59,77,7"
Hugo Guillamón,"0.00,0.00","0.00,0.00","0.00,0.00","0.00,0.00",,,,,,"287,121","315,140","1,1","176,75","110,45","1,0","0.18,0.00","0.00,0.00","15,2","8,1","14,1","46,23","14,2","5,4","3,3","1,0","1617,565","8,5","6,11","35,20"
José Luis Gayà,"0.03,0.00,0.00","0.03,0.05,0.20","0.06,0.05,0.20","0.03,0.00,0.00","1,0,0","0.40,0.41,0.20","0.09,0.09,0.00","1,0,1","0,0,0","1449,815,168","1812,1039,242","8,9,1","1191,642,124","250,164,43","56,21,8","1.61,0.95,1.60","0.09,0.14,0.40","80,43,9","39,24,6","73,40,10","442,249,56","127,76,20","69,33,4","7,8,0","47,31,4","8422,5990,989","35,16,5","29,19,6","311,147,38"
Mouctar Diakhaby,"0.11,0.00,0.00","0.00,0.00,0.00","0.11,0.00,0.00","0.11,0.00,0.00","2,0,0","0.68,0.06,0.21","0.23,0.06,0.00","0,0,0","0,0,0","592,726,152","688,804,176","3,5,1","410,497,94","179,224,57","7,6,0","0.40,0.37,0.00","0.00,0.00,0.00","11,14,3","9,10,1","11,10,3","117,124,18","35,39,5","33,23,8","16,14,4","5,8,0","3173,4279,797","24,17,2","33,35,9","158,136,38"
Gonçalo Guedes,"0.31,0.14,0.00","0.18,0.14,0.00","0.49,0.28,0.00","0.31,0.14,0.00","5,2,0","2.15,1.64,0.71","0.86,0.64,0.35","1,0,0","0,0,0","466,363,57","655,478,81","6,5,1","392,309,43","68,49,13","57,45,6","3.50,3.20,2.13","0.68,0.43,0.35","30,25,2","18,21,2","39,32,9","303,239,48","69,59,10","18,14,4","0,1,0","46,45,6","5865,4371,824","19,16,4","5,4,0","112,84,16"
Daniel Wass,"0.04,0.03,0.20","0.11,0.20,0.20","0.15,0.23,0.40","0.04,0.03,0.20","1,1,1","1.19,0.53,1.20","0.11,0.13,0.60","6,0,2","0,0,0","1056,1286,204","1364,1601,275","14,23,1","879,1073,168","163,190,35","57,38,13","2.18,1.25,2.60","0.23,0.26,0.40","26,50,7","18,32,6","34,53,11","394,370,58","87,93,14","42,54,9","4,5,3","12,10,3","4867,5548,809","28,29,3","32,46,7","242,240,56"
Geoffrey Kondogbia,"0.07,0.05,0.00","0.07,0.05,0.00","0.14,0.10,0.00","0.07,0.05,0.00","1,1,0","1.59,0.85,0.82","0.29,0.20,0.41","0,0,1","0,0,0","638,945,161","752,1114,189","4,18,0","438,664,99","196,263,62","21,18,5","1.52,0.90,1.02","0.14,0.05,0.20","46,66,15","35,47,10","23,51,15","336,460,119","75,131,37","27,41,4","7,10,1","25,16,6","4229,5639,982","21,35,8","21,41,5","127,226,41"
Maxi Gómez,"0.40,0.38,0.60","0.15,0.08,0.00","0.52,0.46,0.60","0.36,0.38,0.60","13,9,3","2.46,1.64,2.41","0.85,0.80,1.60","7,0,2","1,0,0","516,255,56","705,393,87","20,8,2","410,204,45","86,43,9","72,30,10","2.19,1.26,2.00","0.36,0.13,0.40","8,11,1","8,7,1","18,6,2","434,275,65","103,64,9","18,12,3","2,2,2","17,5,4","3358,1522,349","70,47,13","92,78,21","114,62,22"
