name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Daniel Parejo,0.00,0.00,0.00,0.00,0,0.40,0.00,1,0,344,387,2,252,90,17,3.40,0.40,15,8,12,118,27,11,2,5,1268,5,5,63
Carles Aleñá,,,,,0,0.52,0.52,0,0,143,156,3,106,34,2,1.05,0.52,2,1,5,38,6,2,0,2,596,3,2,12
Konrad De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafinha,,,,,0,2.90,0.48,0,0,142,164,2,117,23,13,6.29,0.00,3,3,1,14,5,1,0,5,1010,3,0,19
Alberto Soro,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Martin Braithwaite,,,,,1,2.87,1.77,0,0,99,128,3,91,5,8,1.77,0.22,3,1,2,45,15,1,0,5,714,8,6,15
Germán Sánchez,0.46,0.00,0.46,0.46,1,,,,0,,,,,,,,,,,,,,,,,,,,
Kenedy,,,,,0,2.85,0.00,1,0,31,43,1,24,6,2,1.14,0.57,2,1,1,33,8,1,0,6,305,3,2,17
Fede Vico,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Ángel Montoro,0.00,1.02,1.02,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Víctor Díaz,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Ramon Azeez,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Jorge Molina,0.57,0.00,0.57,0.57,1,1.14,0.57,0,0,41,51,0,34,7,3,1.71,0.00,3,1,3,20,10,1,0,1,114,3,5,7
Roberto Soldado,0.47,0.00,0.47,0.47,1,1.41,0.47,,0,,,,,,,,,,1,,,,,,,,1,,
Luis Milla,0.27,0.00,0.27,0.27,1,,,,0,,,,,,,,,,,,,,,,,,,,
Maxime Gonalons,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,102,122,1,65,36,2,0.86,0.00,12,8,6,40,13,2,0,3,613,6,7,39
Jesús Vallejo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,118,146,0,60,58,0,0.00,0.00,4,1,7,27,9,7,4,1,804,3,7,24
Domingos Duarte,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Yangel Herrera,0.30,0.00,0.30,0.30,1,1.79,0.60,0,0,90,131,0,72,18,3,0.89,0.00,9,8,13,82,28,8,1,2,563,13,14,29
Darwin Machís,0.44,0.44,0.88,0.44,1,,,,0,,,,,,,,,,,,,,,,,,,,
Antonio Puertas,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Carlos Neva,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Lucas Torró,0.00,0.61,0.61,0.00,0,2.43,0.61,0,0,44,58,3,36,5,7,4.26,0.61,4,2,5,36,10,2,1,2,163,8,11,25
Rui Silva,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Enric Gallego,0.00,0.00,0.00,0.00,0,2.25,0.00,0,0,13,26,1,11,1,1,1.13,0.00,0,0,1,10,2,0,0,0,62,4,9,3
Jony,0.00,0.00,0.00,0.00,0,1.58,1.58,0,0,12,21,0,6,6,3,4.74,0.00,0,0,0,5,0,0,0,2,158,0,0,4
Unai García,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Raúl Navas,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,19,29,1,9,9,1,1.15,0.00,3,3,4,9,4,3,0,0,85,2,1,8
Kike Barja,0.00,1.07,1.07,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Aritz Elustondo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,212,257,1,129,82,2,0.40,0.20,2,1,5,33,10,8,4,1,1228,6,14,50
Aridane Hernández,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Nacho Vidal,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Roberto Torres,0.40,0.00,0.40,0.40,1,,,,0,,,,,,,,,,,,,,,,,,,,
Juan Cruz Armada,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Facundo Roncaglia,0.58,0.58,1.16,0.58,1,1.74,0.58,0,0,33,59,0,20,13,4,2.32,0.58,4,3,3,18,9,1,0,1,233,1,6,18
Jonathan Calleri,0.51,0.00,0.51,0.51,1,3.03,1.01,0,0,21,34,0,19,2,5,2.53,0.51,1,0,3,31,7,6,1,2,192,6,11,7
Adrián López,0.43,0.43,0.86,0.43,1,1.71,0.86,,0,,,,,,,,,,1,,,,,,,,2,,
Jon Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iñigo Pérez,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Ivan Šaponjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricard Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Herrera,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Oier Sanjurjo,0.00,0.26,0.26,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Rubén García,0.25,0.00,0.25,0.25,1,,,,0,,,,,,,,,,,,,,,,,,,,
Victor Mollejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nehuén Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Opoku,,,,,0,0.00,0.00,,0,,,,,,,,,,,,,,,,,,2,,
Guillem Molina Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koba Koindredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Soler,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,6,8,1,4,1,0,0.00,0.00,0,0,1,9,2,0,0,0,17,0,0,2
Jasper Cillessen,,,,,,,,,,474,759,6,256,212,3,0.13,0.04,0,0,1,1,1,0,0,0,1662,0,0,127
Sergio Asenjo,0.00,0.00,0.00,0.00,,,,,,149,193,0,76,73,0,0.00,0.00,0,0,1,1,0,0,0,0,500,0,0,18
Rubén Sobrino,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,5,7,0,4,1,0,0.00,0.00,0,0,0,1,0,1,0,0,22,1,0,3
Sergiño Dest,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Toni Lato,,,,,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,1,,
Ousmane Dembélé,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,11,12,0,9,2,2,8.57,0.00,0,0,0,3,2,1,0,0,92,0,0,1
Ronald Araújo,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Francisco Trincão,0.00,0.00,0.00,0.00,0,4.35,2.90,,0,,,,,,,,,,0,,,,,,,,0,,
Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Cheryshev,0.00,4.50,4.50,0.00,0,0.00,0.00,0,0,10,14,0,7,3,3,13.50,4.50,0,0,0,1,0,0,0,0,117,1,1,5
Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miralem Pjanić,0.00,0.00,0.00,0.00,0,3.10,0.00,1,0,33,37,0,27,6,2,6.21,0.00,1,1,0,8,1,0,0,0,73,1,1,7
Antoine Griezmann,0.00,0.00,0.00,0.00,0,1.49,0.00,0,0,57,65,4,47,6,0,0.00,0.00,2,2,3,27,7,1,0,0,260,1,1,4
Clément Lenglet,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,87,99,1,61,25,2,1.37,1.37,2,0,3,24,6,1,0,2,376,4,2,16
Sergi Roberto,0.33,0.00,0.33,0.33,1,1.00,0.33,0,0,187,210,4,168,15,2,0.67,0.00,3,2,4,21,5,9,4,0,801,2,1,28
Philippe Coutinho,0.42,0.84,1.26,0.42,1,2.10,1.26,0,0,129,145,1,109,19,6,2.52,1.26,5,4,1,29,9,3,0,5,806,4,2,8
Jordi Alba,0.00,0.35,0.35,0.00,0,0.71,0.71,1,0,196,229,3,172,21,3,1.06,0.35,2,0,6,32,9,12,1,3,672,4,0,28
Sergio Busquets,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,203,231,7,163,33,6,2.10,0.00,5,4,7,49,19,7,1,0,405,5,1,24
Neto,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,97,115,2,63,32,1,0.33,0.00,0,0,0,0,0,0,0,0,249,0,0,11
Gerard Piqué,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,174,189,2,127,45,0,0.00,0.00,2,1,1,18,8,2,0,0,745,2,2,37
David García,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Ivo Grbić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,0.33,0.00,0.00,0.00,1,3.67,1.67,1,1,175,214,8,151,16,16,5.33,0.67,1,1,3,31,10,2,1,10,1150,4,2,8
Dimitri Foulquier,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,127,164,2,107,18,2,0.50,0.00,6,2,5,48,13,3,0,4,626,1,3,41
Thomas Lemar,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,16,16,0,14,2,0,0.00,0.00,0,0,0,5,2,0,0,1,106,2,0,2
Marcos Llorente,0.89,0.89,1.78,0.89,1,3.56,0.89,0,0,42,55,3,34,5,3,2.67,0.89,1,0,0,21,8,2,0,2,219,1,1,14
Héctor Herrera,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,1,,,,,,,,1,,
Vitolo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,25,29,2,20,3,2,3.05,1.53,1,1,1,11,2,0,0,0,76,0,2,4
Koke,0.00,0.00,0.00,0.00,0,1.12,0.00,0,0,111,123,2,90,19,7,3.91,0.56,4,1,9,34,9,2,0,1,397,3,0,16
Yannick Carrasco,0.00,0.00,0.00,0.00,0,1.49,0.74,,0,,,,,,,,,,3,,,,,,,,1,,
Luis Suárez,1.19,0.60,1.79,1.19,2,5.36,1.79,0,0,32,45,1,27,4,5,2.98,1.19,0,0,0,14,4,1,0,1,148,0,0,5
Mario Hermoso,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,83,91,1,60,22,1,1.00,0.00,1,0,0,4,1,0,0,1,449,0,5,10
Diego Costa,0.76,0.00,0.76,0.76,1,1.51,1.51,0,0,27,34,1,25,1,4,3.03,0.76,0,0,0,12,3,0,0,0,90,1,3,0
Ángel Correa,0.47,0.95,1.42,0.47,1,0.95,0.47,0,0,53,70,2,47,4,5,2.37,0.95,1,1,4,41,13,5,0,5,330,3,0,10
Saúl Ñíguez,0.00,0.00,0.00,0.00,0,1.06,0.35,0,0,158,184,4,136,18,3,1.06,0.00,5,3,6,47,15,2,0,2,528,4,9,37
Renan Lodi,0.00,0.00,0.00,0.00,0,1.33,0.33,,0,,,,,,,,,,7,,,,,,,,5,,
João Félix,0.38,0.38,0.77,0.38,1,3.45,0.77,,0,,,,,,,,,,1,,,,,,,,3,,
Thomas Partey,0.00,0.00,0.00,0.00,0,1.80,0.00,0,0,196,221,3,141,52,5,2.25,0.00,10,7,5,50,15,4,1,7,998,5,3,26
Stefan Savić,0.00,0.00,0.00,0.00,0,0.50,0.00,0,0,114,133,2,81,31,0,0.00,0.00,3,3,2,10,6,0,0,0,464,1,5,28
Kieran Trippier,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,171,211,5,136,30,7,2.33,0.33,9,6,8,42,15,5,1,1,478,2,6,33
Jan Oblak,0.00,0.00,0.00,0.00,,,,,,58,77,0,35,23,0,0.00,0.00,0,0,0,0,0,0,0,0,225,0,0,17
Alejandro Blanco,0.00,0.00,0.00,0.00,0,0.85,0.00,,0,,,,,,,,,,0,,,,,,,,1,,
Uroš Račić,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
Eliaquim Mangala,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Manu Vallejo,1.29,0.00,1.29,1.29,2,,,,0,,,,,,,,,,,,,,,,,,,,
Esquerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunus Musah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thierry Correia,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,4,,,,,,,,1,,
Lee Kangin,0.00,0.80,0.80,0.00,0,1.20,0.40,0,0,69,79,0,54,15,10,4.00,0.80,2,2,5,70,12,2,0,3,608,1,1,12
Gabriel Paulista,0.50,0.00,0.50,0.50,1,1.50,1.00,0,0,82,93,2,49,31,1,0.50,0.00,2,2,3,13,3,2,2,0,334,2,5,12
Jason,0.00,0.00,0.00,0.00,0,0.49,0.00,0,0,32,45,0,28,4,1,0.49,0.49,4,2,7,48,11,6,2,3,423,2,0,10
Kévin Gameiro,0.00,0.00,0.00,0.00,0,0.70,0.00,0,0,21,27,0,18,3,2,1.41,0.00,2,2,3,40,16,1,0,0,133,3,2,7
Hugo Guillamón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Luis Gayà,0.00,0.20,0.20,0.00,0,0.20,0.00,1,0,168,242,1,124,43,8,1.60,0.40,9,6,10,56,20,4,0,4,989,5,6,38
Mouctar Diakhaby,0.00,0.00,0.00,0.00,0,0.21,0.00,0,0,152,176,1,94,57,0,0.00,0.00,3,1,3,18,5,8,4,0,797,2,9,38
Gonçalo Guedes,0.00,0.00,0.00,0.00,0,0.71,0.35,0,0,57,81,1,43,13,6,2.13,0.35,2,2,9,48,10,4,0,6,824,4,0,16
Daniel Wass,0.20,0.20,0.40,0.20,1,1.20,0.60,2,0,204,275,1,168,35,13,2.60,0.40,7,6,11,58,14,9,3,3,809,3,7,56
Geoffrey Kondogbia,0.00,0.00,0.00,0.00,0,0.82,0.41,1,0,161,189,0,99,62,5,1.02,0.20,15,10,15,119,37,4,1,6,982,8,5,41
Maxi Gómez,0.60,0.00,0.60,0.60,3,2.41,1.60,2,0,56,87,2,45,9,10,2.00,0.40,1,1,2,65,9,3,2,4,349,13,21,22
Kevin Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Vadillo,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
Sergio Carreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iago Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Pampín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Sáenz,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
David Juncà,,,,,0,0.00,0.00,0,0,115,152,2,93,20,3,1.05,0.00,4,3,2,32,8,3,1,3,691,5,3,24
Ante Palaversa,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frenkie de Jong,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Erick Cabaco,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,4,9,0,4,0,0,0.00,0.00,0,0,0,6,3,0,0,0,0,1,3,2
Chema,,,,,0,0.87,0.00,,0,,,,,,,,,,2,,,,,,,,7,,
Francisco Portillo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,5,1,0,0,0,0,0,0,0
Enes Ünal,0.00,0.00,0.00,0.00,0,3.05,0.00,0,0,19,28,0,17,2,0,0.00,0.00,0,0,0,12,5,0,0,3,152,1,5,4
Cucho,0.00,0.69,0.69,0.00,0,1.38,0.35,0,0,63,95,3,48,12,8,2.77,1.04,5,3,3,85,22,5,1,4,584,5,7,19
Jaime Mata,0.47,0.00,0.47,0.47,1,0.94,0.94,0,0,42,65,2,34,6,2,0.94,0.00,1,1,0,34,10,2,1,1,246,5,4,7
David Timor,0.00,0.00,0.00,0.00,0,4.35,1.45,,0,,,,,,,,,,2,,,,,,,,1,,
Mathías Olivera,0.00,0.00,0.00,0.00,0,0.26,0.00,0,0,116,157,4,94,18,4,1.03,0.00,8,6,3,56,25,6,0,2,627,4,8,43
Ángel Rodríguez,0.93,0.00,0.93,0.93,2,1.40,1.40,0,0,33,41,2,24,7,6,2.80,0.00,0,0,0,42,7,0,0,1,272,2,4,13
David Soria,0.00,0.00,0.00,0.00,,,,,,67,153,0,15,52,1,0.25,0.00,0,0,0,0,0,0,0,0,519,0,0,26
Damián Suárez,0.00,0.00,0.00,0.00,0,0.53,0.26,0,0,123,185,1,98,24,1,0.26,0.00,12,8,9,91,27,11,1,0,422,9,10,42
Nemanja Maksimović,0.00,0.00,0.00,0.00,0,0.28,0.00,0,0,86,116,9,49,28,4,1.10,0.28,5,2,7,89,28,7,0,3,501,4,8,48
Allan Nyom,0.00,0.25,0.25,0.00,0,0.76,0.00,0,0,83,137,1,61,21,8,2.03,0.25,11,6,7,59,25,8,1,2,495,4,12,38
Jean-Pierre Rhyner,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,
Xabier Etxeita,0.00,0.00,0.00,0.00,0,0.50,0.00,0,0,75,122,1,42,32,0,0.00,0.00,6,4,7,40,17,3,1,1,292,7,8,61
Mauro Arambarri,0.00,0.00,0.00,0.00,0,0.76,0.00,1,0,80,133,1,48,31,8,2.03,0.00,9,8,5,132,41,10,1,4,508,7,6,42
Saturday Erimuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Baró Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Flere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djené,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,88,129,0,60,28,0,0.00,0.00,7,4,4,30,11,7,2,1,429,5,10,61
Iván Alejo,0.76,0.00,0.76,0.76,1,,,,0,,,,,,,,,,,,,,,,,,,,
Jon Ander Garrido,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Santi Mina,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,16,21,0,14,2,1,1.23,0.00,2,2,0,11,4,0,0,0,66,3,3,3
Carlos Akapo,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,2,,
Jaume Doménech,0.00,0.00,0.00,0.00,,,,,,136,178,0,59,77,0,0.00,0.00,0,0,2,2,0,0,0,1,318,0,0,30
Álvaro Giménez,0.00,2.00,2.00,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,0,,
Alberto Perea,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
José Fontán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felipe,0.00,0.00,0.00,0.00,0,0.33,0.00,,0,,,,,,,,,,6,,,,,,,,5,,
Fran Beltrán,0.00,0.00,0.00,0.00,0,1.11,0.00,0,0,70,75,1,49,20,6,3.33,0.00,3,3,3,35,13,1,0,2,354,4,0,15
Brais Méndez,0.00,0.00,0.00,0.00,0,2.86,0.00,1,0,31,51,2,23,6,5,3.57,0.00,2,1,1,26,7,3,0,1,294,2,2,12
Miguel Baeza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okay Yokuşlu,0.00,0.00,0.00,0.00,0,0.42,0.00,0,0,81,99,4,64,13,4,1.67,0.00,2,1,5,29,6,1,0,5,559,5,9,34
Néstor Araujo,0.00,0.00,0.00,0.00,0,1.06,0.00,0,0,55,64,0,37,18,2,1.06,0.00,1,0,1,12,2,1,0,1,486,3,3,16
Jeison Murillo,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,147,172,2,94,51,3,0.77,0.00,4,2,4,30,12,5,3,1,655,7,5,44
Denis Suárez,0.00,0.30,0.30,0.00,0,0.89,0.00,0,0,120,164,3,97,20,10,2.95,0.30,3,2,7,63,19,3,0,8,1127,1,2,28
Emre Mor,,,,,0,1.77,0.59,,0,,,,,,,,,,7,,,,,,,,3,,
Iván Villar,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,
Nolito,0.00,0.25,0.25,0.00,0,3.73,1.99,2,0,98,138,3,76,19,10,2.49,0.75,5,3,10,72,24,10,0,4,651,7,0,25
Renato Tapia,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Joseph Aidoo,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Marc Cucurella,0.25,0.00,0.25,0.25,1,1.00,0.50,0,0,98,146,2,82,14,10,2.50,0.25,13,10,5,113,45,8,0,4,789,4,5,39
Sergio González,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Lucas Olaza,0.00,0.00,0.00,0.00,0,0.40,0.20,0,0,189,273,1,151,37,7,1.40,0.00,9,7,7,59,22,13,1,3,828,9,12,54
Fali,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
David Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Mallo,0.00,0.00,0.00,0.00,0,0.40,0.20,0,0,225,314,2,178,45,5,1.00,0.00,12,6,8,75,23,16,1,3,804,7,10,58
Jeremías Ledesma,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0,,,,,,,,0,,
Yann Bodiger,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Filip Malbašić,0.00,0.63,0.63,0.00,0,1.26,0.00,,0,,,,,,,,,,1,,,,,,,,3,,
Augusto Fernández,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,3,,,,,,,,2,,
Anthony Lozano,0.00,0.00,0.00,0.00,0,2.05,1.53,,0,,,,,,,,,,5,,,,,,,,11,,
Jorge Pombo,0.29,0.00,0.29,0.29,1,3.20,0.87,,0,,,,,,,,,,4,,,,,,,,7,,
Marcos Mauro López Gutiérrez,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Alberto Cifuentes,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
Salvi,0.26,0.00,0.26,0.26,1,,,,0,,,,,,,,,,,,,,,,,,,,
Álvaro Negredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Mari,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Jens Jønsson,0.00,0.00,0.00,0.00,0,0.30,0.00,,0,,,,,,,,,,10,,,,,,,,6,,
Isaac Carcelen,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Álex Fernández,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Javier Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Pozo Pozo,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,
Tomáš Vaclík,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
Cala,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Óscar Rodríguez Arnaiz,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,17,21,0,13,4,2,6.67,3.33,0,0,1,6,3,0,0,1,105,0,1,2
Bryan,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,5,7,0,5,0,0,0.00,0.00,1,1,0,3,2,0,0,0,31,1,1,1
Franco Vázquez,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,4,6,1,3,0,0,0.00,0.00,0,0,0,0,0,0,0,0,35,0,1,3
Carlos Fernández,0.00,0.00,0.00,0.00,0,,,,0,,,,,,,,,,,,,,,,,,,,
Sergi Gómez,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,60,60,0,48,12,0,0.00,0.00,0,0,0,8,6,2,0,0,208,0,6,5
Óliver Torres,0.00,0.00,0.00,0.00,0,1.03,0.00,,0,,,,,,,,,,2,,,,,,,,1,,
Jules Koundé,0.00,0.00,0.00,0.00,0,1.50,0.00,0,0,150,161,2,117,31,1,0.50,0.00,1,1,1,9,3,3,1,0,807,2,4,25
Youssef En-Nesyri,0.82,0.00,0.82,0.82,1,4.09,1.64,0,0,17,21,1,14,2,2,1.64,0.00,1,1,1,30,11,1,0,1,121,0,3,4
Nemanja Gudelj,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,1,,,,,,,,3,,
Fernando,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,5,,,,,,,,1,,
Iago Aspas,0.60,0.00,0.60,0.60,3,1.00,0.80,2,0,133,182,5,115,13,19,3.80,0.40,3,2,4,57,21,3,0,11,1190,5,2,20
Sergio Escudero,0.00,0.00,0.00,0.00,0,1.00,0.00,0,0,44,59,2,36,6,2,2.00,0.00,1,1,0,12,4,0,0,2,289,1,3,6
Suso,0.00,0.00,0.00,0.00,0,2.28,0.00,0,0,80,95,1,63,16,7,3.99,0.57,4,3,7,23,9,1,0,3,606,4,0,12
Munir El Haddadi,0.70,0.70,1.40,0.70,1,3.49,0.70,0,0,40,54,1,32,7,5,3.49,0.70,3,2,4,32,9,1,0,0,353,3,2,13
Marvin Olawale Akinlabi Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Acuña,0.00,0.00,0.00,0.00,0,0.00,0.00,,0,,,,,,,,,,3,,,,,,,,5,,
Joan Jordán,0.00,0.45,0.45,0.00,0,0.90,0.00,0,0,155,172,2,120,33,8,3.60,0.45,2,2,9,50,12,2,1,2,561,11,1,16
Lucas Ocampos,0.00,0.00,0.00,0.00,0,2.84,0.41,0,0,70,85,7,48,15,9,3.65,0.00,3,2,1,46,14,6,0,2,619,3,3,11
Ivan Rakitić,0.40,0.00,0.40,0.40,1,2.38,0.79,0,0,160,179,2,125,33,5,1.98,0.00,7,7,2,43,13,2,0,2,759,3,1,13
Jesús Navas,0.00,0.67,0.67,0.00,0,0.00,0.00,0,0,180,228,2,141,37,15,5.00,1.00,4,4,4,35,10,4,0,2,1134,2,1,33
Diego Carlos,0.00,0.00,0.00,0.00,0,0.33,0.00,0,0,219,235,2,133,84,2,0.67,0.00,3,2,3,26,6,1,0,0,822,5,5,25
Luuk de Jong,0.98,0.00,0.98,0.98,2,,,,0,,,,,,,,,,,,,,,,,,,,
Borja Mayoral,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,3,5,0,3,0,0,0.00,0.00,0,0,1,9,1,0,0,0,25,2,0,1
Rodrygo,0.00,0.99,0.99,0.00,0,0.00,0.00,,0,,,,,,,,,,0,,,,,,,,1,,
Lucas Vázquez,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,10,11,0,9,1,0,0.00,0.00,1,0,0,4,1,1,0,0,20,1,0,1
Álvaro Odriozola,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,36,41,1,23,12,2,3.21,0.00,1,0,0,6,1,1,0,2,290,1,0,3
