name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Mauro Arambarri,0.03,0.07,0.10,0.03,1,0.87,0.30,3,0,560,804,17,346,197,32,1.08,0.10,76,54,78,858,200,55,4,40,3503,65,38,351
Saturday Erimuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Baró Ortiz,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,2,,
Juan Flere,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,0,,
Djené,0.00,0.00,0.00,0.00,0,0.36,0.03,0,0,705,973,4,451,250,19,0.57,0.12,54,36,39,370,136,37,8,20,4124,51,73,502
Iván Alejo,0.00,0.00,0.00,0.00,0,1.31,0.54,0,0,20,31,0,16,4,4,3.05,0.00,2,18,5,56,7,3,0,4,423,23,2,7
Jon Ander Garrido,0.05,0.05,0.10,0.05,1,1.05,0.10,0,0,2,2,0,1,1,1,30.00,0.00,0,27,0,0,0,1,0,0,9,40,1,1
Santi Mina,0.34,0.24,0.58,0.34,7,2.04,1.02,0,0,350,477,10,290,50,33,1.60,0.24,19,14,25,505,94,25,2,15,2213,40,33,89
Carlos Akapo,0.00,0.00,0.00,0.00,0,0.70,0.18,0,0,346,442,7,294,45,16,1.41,0.18,33,17,29,171,44,16,2,13,2425,16,15,98
Jaume Doménech,0.00,0.00,0.00,0.00,,,,,,58,94,0,25,33,0,0.00,0.00,0,0,1,0,0,0,0,0,250,0,0,26
Álvaro Giménez,0.22,0.00,0.22,0.22,3,2.47,0.60,0,0,8,11,0,8,0,0,0.00,0.00,0,10,1,8,2,0,0,0,47,31,1,2
Alberto Perea,0.00,0.40,0.40,0.00,0,1.91,0.41,2,0,13,15,1,10,2,4,8.00,0.00,1,25,1,13,5,2,0,3,159,29,0,4
José Fontán,0.00,0.00,0.00,0.00,0,2.90,2.90,0,0,13,18,2,11,0,0,0.00,0.00,0,0,0,7,1,0,0,0,22,1,1,6
Gabriel Veiga,0.00,0.00,0.00,0.00,,,,,,14,17,3,10,1,2,2.57,0.00,0,0,1,22,7,2,0,1,141,3,0,2
Felipe,0.03,0.07,0.10,0.03,1,0.94,0.26,0,0,707,887,11,492,204,12,0.51,0.09,33,27,25,160,58,29,16,4,3700,40,82,228
Fran Beltrán,0.06,0.00,0.06,0.06,1,1.07,0.24,0,0,798,884,12,612,174,23,1.36,0.00,28,16,49,506,124,19,2,14,3810,12,4,164
Brais Méndez,0.23,0.27,0.46,0.19,6,2.45,1.00,1,1,918,1224,29,717,172,80,3.07,0.54,58,43,62,686,181,37,1,36,5157,38,24,189
Miguel Baeza,0.00,0.00,0.00,0.00,0,3.12,0.00,,0,,,,,,,,,,,,,,,,,,1,,
Okay Yokuşlu,0.08,0.00,0.08,0.08,2,0.78,0.20,0,0,1199,1382,20,929,250,31,1.27,0.04,68,52,47,404,118,42,11,31,6375,43,54,299
Néstor Araujo,0.10,0.00,0.10,0.10,3,0.40,0.23,0,0,1299,1478,9,923,367,13,0.44,0.00,36,24,33,222,61,48,20,3,4866,15,59,259
Jeison Murillo,0.00,0.00,0.00,0.00,0,0.27,0.00,0,0,232,281,2,135,95,5,0.68,0.00,16,10,22,86,26,16,5,3,942,10,13,58
Denis Suárez,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,32,35,2,26,4,0,0.00,0.00,1,1,0,33,7,0,0,3,376,0,0,6
Emre Mor,0.00,0.00,0.00,0.00,0,1.95,0.98,0,0,68,93,5,49,14,7,1.71,0.24,5,3,11,128,22,4,0,13,1036,7,3,28
Iván Villar,0.00,0.00,0.00,0.00,,,,,,60,89,0,35,25,0,0.00,0.00,0,0,0,0,0,0,0,0,160,0,0,15
Nolito,0.30,0.00,0.30,0.30,3,2.81,1.20,0,0,263,345,3,202,58,31,3.11,0.20,12,9,24,141,37,10,0,12,1709,22,7,56
Renato Tapia,0.00,0.00,0.00,0.00,0,1.43,0.24,0,0,132,162,3,100,29,2,0.46,0.00,13,17,10,98,26,7,1,3,527,13,12,56
Joseph Aidoo,0.03,0.00,0.03,0.03,1,0.36,0.04,0,0,1073,1223,6,688,379,13,0.47,0.07,40,26,28,304,108,42,16,11,5392,17,59,248
Marc Cucurella,0.04,0.08,0.11,0.04,1,0.80,0.08,0,0,763,997,11,656,96,61,2.33,0.27,44,39,25,689,223,45,3,17,4003,42,35,248
Sergio González,0.00,0.00,0.00,0.00,0,0.50,0.17,0,0,20,29,1,14,5,1,1.00,0.00,0,19,2,18,4,0,0,0,62,16,2,13
Lucas Olaza,0.00,0.20,0.20,0.00,0,0.00,0.00,0,0,368,491,4,291,73,13,1.30,0.30,31,17,19,127,42,18,4,5,1670,7,3,69
Fali,0.00,0.00,0.00,0.00,0,0.89,0.21,0,0,18,26,1,7,10,0,0.00,0.00,1,27,1,6,1,1,0,0,53,20,1,10
David Gil,0.00,0.00,0.00,0.00,,,,,,12,37,0,4,8,0,0.00,0.00,0,0,0,0,0,0,0,0,128,0,0,6
Hugo Mallo,0.03,0.12,0.15,0.03,1,0.70,0.26,0,0,1450,1996,22,1162,266,59,1.72,0.20,68,43,68,538,172,82,16,20,6825,51,56,303
Jeremías Ledesma,0.00,0.00,0.00,0.00,,,,,,28,67,0,5,23,1,0.50,0.00,0,2,0,0,0,0,0,0,210,2,0,12
Yann Bodiger,0.00,0.00,0.00,0.00,0,1.24,0.16,0,0,18,34,1,14,3,2,1.87,0.00,1,15,3,36,6,3,1,0,122,29,8,11
Filip Malbašić,0.25,0.12,0.31,0.19,4,2.36,0.81,0,1,18,31,1,15,2,3,1.89,1.26,2,12,5,29,8,3,0,2,275,27,2,4
Augusto Fernández,0.11,0.00,0.11,0.11,1,0.75,0.21,0,0,28,39,2,22,4,1,0.61,0.00,7,9,7,50,15,3,1,0,170,11,1,22
Anthony Lozano,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,23,41,2,17,4,6,3.07,1.02,5,0,1,29,5,0,0,6,380,1,10,11
Jorge Pombo,0.00,0.22,0.22,0.00,0,2.67,1.11,0,0,60,80,1,48,11,9,2.62,0.29,5,0,3,54,14,4,0,7,880,9,2,26
Marcos Mauro López Gutiérrez,0.08,0.00,0.08,0.08,2,0.52,0.20,0,0,69,91,0,45,24,0,0.00,0.00,4,6,2,22,9,5,4,0,107,20,12,35
Alberto Cifuentes,0.00,0.00,0.00,0.00,,,,,,31,69,0,4,27,1,0.50,0.00,0,0,0,0,0,0,0,0,164,0,0,12
Salvi,0.10,0.15,0.25,0.10,2,0.87,0.13,0,0,68,109,2,52,14,8,2.09,0.00,6,21,6,77,23,6,1,2,493,25,5,25
Álvaro Negredo,0.51,0.26,0.77,0.51,2,2.57,1.29,0,0,26,46,2,18,6,2,0.78,0.39,2,1,0,22,4,1,0,1,134,4,10,7
José Mari,0.03,0.00,0.00,0.00,1,0.59,0.09,0,1,58,92,1,45,12,3,1.02,0.00,7,16,5,65,25,4,1,4,276,34,5,28
Jens Jønsson,0.19,0.00,0.19,0.19,4,0.82,0.24,0,0,64,77,3,50,11,5,1.49,0.59,13,23,6,67,19,9,1,1,270,23,4,24
Isaac Carcelen,0.16,0.10,0.21,0.10,6,0.78,0.21,1,2,114,155,2,79,33,6,1.40,0.23,17,51,12,79,32,10,1,4,457,37,7,52
Álex Fernández,0.21,0.21,0.28,0.07,6,1.28,0.50,0,4,100,140,3,78,19,5,1.26,0.00,6,26,4,96,22,6,1,3,667,28,7,33
Javier Díaz,0.00,0.00,0.00,0.00,,,,,,14,24,0,6,8,0,0.00,0.00,0,0,0,0,0,0,0,0,62,0,0,4
Alejandro Pozo Pozo,0.06,0.12,0.18,0.06,4,0.36,0.12,0,0,647,856,11,537,99,29,1.74,0.18,39,32,43,306,91,31,3,14,3667,21,4,148
Tomáš Vaclík,0.00,0.00,0.00,0.00,,,,,,599,996,6,223,370,4,0.12,0.00,0,0,1,3,0,0,0,1,2433,1,0,148
Cala,0.03,0.00,0.03,0.03,1,0.61,0.23,0,0,73,106,0,38,35,1,0.22,0.00,4,23,5,34,18,5,1,0,421,29,7,50
Óscar Rodríguez Arnaiz,0.14,0.11,0.25,0.14,4,2.12,0.75,10,0,757,1088,11,576,170,79,2.84,0.40,45,24,59,608,135,22,2,52,6114,31,21,212
Bryan,0.16,0.00,0.16,0.16,1,2.26,0.65,0,0,139,212,4,120,15,22,3.55,0.16,14,10,6,146,43,10,0,11,1894,10,2,54
Franco Vázquez,0.12,0.16,0.28,0.12,3,1.74,0.36,0,0,872,1129,9,703,160,64,2.53,0.36,52,40,72,516,109,34,2,55,6917,52,48,254
Carlos Fernández,0.38,0.10,0.43,0.33,8,1.84,0.74,3,1,381,627,12,313,56,44,1.80,0.37,24,13,30,539,121,24,3,33,3319,60,75,134
Sergi Gómez,0.00,0.00,0.00,0.00,0,0.29,0.10,0,0,1239,1437,10,849,380,18,0.59,0.00,49,24,28,294,89,49,20,3,5496,28,70,263
Óliver Torres,0.14,0.07,0.21,0.14,2,1.50,0.72,0,0,810,994,20,591,199,39,2.20,0.34,50,31,66,425,116,26,2,22,4587,27,9,143
Jules Koundé,0.00,0.03,0.03,0.00,0,0.38,0.05,0,0,1635,1995,15,1153,467,19,0.51,0.03,48,23,38,305,106,64,24,20,9460,26,78,430
Youssef En-Nesyri,0.26,0.13,0.39,0.26,4,2.53,1.17,0,0,163,266,8,131,24,22,1.43,0.26,8,5,17,295,50,17,2,17,1686,21,60,61
Nemanja Gudelj,0.04,0.04,0.08,0.04,1,1.44,0.28,1,0,614,678,12,457,145,12,0.89,0.07,19,33,15,134,41,28,10,11,2885,52,20,126
Fernando,0.10,0.19,0.29,0.10,2,0.73,0.39,0,0,1380,1536,28,911,441,31,1.05,0.10,66,23,64,506,186,58,15,16,5337,18,83,377
Iago Aspas,0.80,0.24,0.84,0.60,20,2.56,1.04,10,5,722,904,20,588,114,99,3.96,0.60,14,10,18,475,114,14,0,35,5444,16,16,126
Sergio Escudero,0.00,0.06,0.06,0.00,0,1.46,0.17,0,0,752,951,12,621,119,26,1.51,0.12,41,20,41,281,84,47,5,14,3751,21,23,177
Suso,0.07,0.13,0.20,0.07,1,2.05,0.79,2,0,579,753,7,440,132,73,4.83,0.33,17,14,15,206,45,11,0,33,4614,10,1,81
Munir El Haddadi,0.43,0.09,0.52,0.43,5,2.76,0.95,0,0,246,337,16,208,22,24,2.07,0.35,12,8,10,210,43,20,0,17,1838,17,15,70
Marvin Olawale Akinlabi Park,0.00,0.00,0.00,0.00,,,,,,10,13,0,10,0,0,0.00,0.00,1,0,0,7,2,1,0,0,61,0,1,1
Marcos Acuña,0.03,0.31,0.35,0.03,1,0.94,0.31,0,0,132,145,3,103,26,4,2.00,0.50,4,52,2,30,6,6,0,3,398,61,2,18
Joan Jordán,0.13,0.13,0.25,0.13,4,1.82,0.59,9,0,1505,1886,14,1027,464,121,3.79,0.28,69,51,91,613,179,60,4,55,7563,59,34,429
Lucas Ocampos,0.13,0.27,0.40,0.13,4,2.16,0.80,0,0,713,949,19,599,95,67,2.23,0.40,80,55,108,693,191,50,9,85,8149,51,24,235
Ivan Rakitić,0.10,0.17,0.27,0.10,3,1.23,0.37,0,0,2357,2602,42,1829,486,51,1.74,0.37,37,28,51,543,140,44,7,28,10372,27,22,289
Jesús Navas,0.03,0.17,0.20,0.03,1,1.03,0.37,0,0,1361,1836,21,1052,288,76,2.52,0.33,30,23,33,256,69,47,5,40,10448,12,11,289
Diego Carlos,0.06,0.00,0.06,0.06,2,1.06,0.11,3,0,1389,1679,10,906,473,27,0.77,0.09,66,44,28,301,103,54,28,7,5556,46,58,382
Luuk de Jong,0.79,0.18,0.97,0.79,27,2.40,1.05,0,0,389,544,20,334,35,35,1.53,0.26,17,10,15,353,104,15,2,11,1759,29,123,91
Borja Mayoral,0.17,0.11,0.28,0.17,3,1.33,0.83,0,0,327,394,9,277,41,32,1.78,0.28,11,8,15,270,47,8,0,31,2806,16,16,77
Rodrygo,0.25,0.50,0.75,0.25,1,4.00,1.75,0,0,430,511,9,396,25,31,2.74,0.09,5,5,20,182,43,17,2,24,3573,8,10,55
Lucas Vázquez,0.06,0.18,0.24,0.06,1,1.37,0.60,0,0,787,972,15,683,89,53,3.16,0.24,40,24,38,409,105,23,1,39,5109,41,6,109
Álvaro Odriozola,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,90,109,3,72,15,5,2.96,0.00,1,1,4,29,9,1,0,3,722,1,1,8
Nacho,0.00,0.05,0.05,0.00,0,0.32,0.00,0,0,912,1028,10,725,177,12,0.64,0.00,33,22,33,144,50,35,9,11,3027,27,26,159
Marcelo,0.10,0.10,0.19,0.10,2,1.70,0.58,0,0,1250,1536,16,1052,182,65,3.16,0.34,37,17,37,221,70,33,2,38,6141,19,6,150
Marco Asensio,0.05,0.20,0.25,0.05,1,2.28,0.86,1,0,842,1020,15,717,110,63,3.19,0.56,14,8,24,257,62,18,0,36,8100,18,1,103
Isco,0.23,0.15,0.38,0.23,3,1.81,0.53,2,0,839,986,17,701,121,53,4.00,0.23,29,20,37,227,53,9,1,29,4914,20,6,87
Martin Ødegaard,0.28,0.34,0.59,0.24,8,1.75,0.61,4,1,1308,1617,28,1056,224,116,4.13,0.53,28,18,36,517,125,20,0,63,9565,24,11,231
Vinicius Júnior,0.21,0.00,0.21,0.21,2,4.45,1.66,0,0,230,315,6,198,26,44,4.56,0.62,14,7,12,204,45,7,1,37,4194,13,1,58
Federico Valverde,0.00,0.00,0.00,0.00,0,0.69,0.00,0,0,325,367,3,258,64,19,2.61,0.14,15,10,9,143,38,10,2,11,1971,15,7,77
Luka Jović,0.68,0.20,0.84,0.64,17,3.81,1.65,0,1,434,601,23,311,100,59,2.37,0.56,14,11,10,332,90,12,1,20,3708,30,26,120
Dani Carvajal,0.04,0.09,0.13,0.04,1,0.51,0.17,0,0,1591,1834,16,1303,272,59,2.52,0.34,40,22,44,361,91,51,8,38,7042,30,13,239
Ferland Mendy,0.07,0.04,0.11,0.07,2,0.89,0.28,0,0,1641,1961,15,1309,317,80,2.84,0.21,48,30,16,312,99,42,6,52,9940,29,39,293
Casemiro,0.12,0.00,0.12,0.12,3,1.56,0.35,1,0,1438,1629,28,1044,366,44,1.71,0.12,82,56,100,489,164,71,12,14,4839,47,70,314
Toni Kroos,0.00,0.16,0.16,0.00,0,1.22,0.36,0,0,1966,2204,29,1416,521,99,4.01,0.36,56,42,61,576,147,32,4,14,7954,22,11,191
Luka Modrić,0.10,0.21,0.31,0.10,3,1.35,0.45,0,0,1725,1981,26,1309,390,105,3.62,0.45,42,31,58,558,115,22,3,62,10669,28,5,221
Sergio Ramos,0.22,0.04,0.07,0.04,6,0.91,0.29,3,5,1771,1933,11,1186,574,28,1.02,0.18,50,34,43,202,72,47,18,5,8205,29,48,292
Karim Benzema,0.64,0.18,0.73,0.55,21,3.02,1.25,0,3,1011,1212,35,861,115,118,3.60,0.43,18,13,17,442,99,14,2,53,6775,23,32,115
Raphaël Varane,0.07,0.00,0.07,0.07,2,0.56,0.10,0,0,1522,1696,10,973,539,9,0.29,0.03,35,28,12,174,61,35,9,7,7754,11,77,285
Édgar Badía,0.00,0.00,0.00,0.00,,,,,,81,134,0,39,42,1,0.33,0.00,0,0,0,0,0,0,0,0,316,0,0,13
Marko Dmitrović,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,371,748,0,92,279,2,0.08,0.04,0,0,2,3,1,0,0,1,2450,3,0,156
Anaitz Arbilla,0.05,0.09,0.14,0.05,1,0.88,0.05,3,0,855,1094,5,458,392,14,0.65,0.14,31,18,25,141,40,26,8,6,6190,14,40,318
Esteban Burgos,0.19,0.00,0.03,0.03,6,0.16,0.08,0,5,244,380,3,113,128,4,0.32,0.00,15,9,11,75,27,23,10,7,1202,8,25,141
Yoshinori Mutō,0.17,0.00,0.17,0.17,1,0.86,0.52,0,0,89,127,4,75,10,7,1.20,0.00,11,7,9,131,30,14,3,11,1042,13,8,40
Rafa Soares,0.00,0.12,0.12,0.00,0,1.37,0.62,0,0,154,219,0,125,29,8,1.66,0.00,5,2,11,55,16,7,0,1,617,4,7,44
Álvaro Tejero,0.00,0.00,0.00,0.00,0,0.44,0.06,0,0,563,767,12,418,133,25,1.55,0.06,30,12,27,191,51,33,1,5,2455,23,19,160
Andrés Fernández,0.00,0.00,0.00,0.00,,,,,,133,187,0,46,87,2,0.33,0.00,0,0,1,2,1,0,0,0,569,0,0,27
Recio,0.00,0.00,0.00,0.00,0,0.63,0.28,0,0,562,665,10,446,106,18,1.26,0.14,30,22,34,304,67,16,1,9,2694,46,12,162
Papakouli Diop,0.04,0.04,0.08,0.04,1,1.38,0.23,0,0,850,1145,8,602,240,45,1.72,0.04,63,46,44,485,175,29,3,25,3180,68,85,442
Pedro León,0.21,0.00,0.21,0.21,1,1.48,0.42,0,0,93,168,0,70,23,5,1.06,0.00,9,7,8,77,19,10,0,1,760,5,11,35
Pedro Bigas,0.00,0.15,0.15,0.00,0,0.46,0.00,0,0,249,307,2,134,113,2,0.31,0.15,6,5,6,48,24,3,0,1,1488,5,12,98
Rober Correa,0.03,0.09,0.11,0.03,1,0.48,0.19,0,0,381,513,9,289,83,16,1.55,0.00,16,9,14,92,25,21,5,5,1670,15,33,127
Sergio Álvarez,0.00,0.00,0.00,0.00,0,0.17,0.00,0,0,404,496,2,275,127,6,0.51,0.08,30,22,22,163,50,16,3,3,1769,19,27,152
Kévin Rodrigues,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,4,7,0,4,0,0,0.00,0.00,1,0,1,5,1,0,0,0,17,0,1,1
José Antonio Martínez Gil,0.03,0.03,0.06,0.03,0,0.00,0.05,0,0,366,488,2,196,168,5,0.38,0.00,22,0,16,95,38,16,4,3,1740,5,38,137
Paulo Oliveira,0.00,0.00,0.00,0.00,0,0.36,0.08,0,0,681,964,5,341,335,4,0.16,0.04,49,25,41,171,51,37,12,1,3261,19,65,334
Yoel,0.00,0.00,0.00,0.00,,,,,,10,26,0,0,10,0,0.00,0.00,0,0,0,1,1,0,0,0,169,0,0,12
Unai Dufur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Arietaleanizbeaskoa,0.00,0.00,0.00,0.00,,,,,,1,1,0,1,0,0,0.00,0.00,0,0,0,1,1,0,0,0,3,0,0,0
Miguel Atienza,0.00,0.00,0.00,0.00,0,3.00,0.00,0,0,10,14,0,8,2,1,3.00,0.00,1,1,1,15,4,2,1,0,56,2,2,2
Eñaut Mendía,0.00,0.00,0.00,0.00,0,1.48,0.00,0,0,5,11,0,3,2,0,0.00,0.00,2,1,2,10,2,1,1,0,51,3,0,5
Damian Kądzior,0.31,0.00,0.31,0.31,6,1.82,0.00,0,0,22,38,1,20,1,1,0.91,0.00,0,0,0,12,3,0,0,2,143,4,0,10
Juan Peñaloza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quique,0.50,0.06,0.44,0.38,16,1.65,0.18,0,4,88,124,5,71,12,14,2.57,0.37,2,2,2,115,48,7,1,3,519,10,21,18
Sergi Enrich,0.24,0.14,0.38,0.24,7,2.44,0.59,0,0,683,926,25,605,53,56,1.95,0.42,30,26,30,638,177,25,4,23,2695,65,127,156
Gastón Silva,0.00,0.00,0.00,0.00,0,0.79,0.32,0,0,3,4,0,3,0,0,0.00,0.00,2,13,2,5,3,1,1,0,43,11,0,0
Dani Escriche,0.32,0.11,0.43,0.32,3,1.49,0.64,0,0,5,5,0,5,0,0,0.00,0.00,0,7,0,1,0,0,0,0,40,32,0,0
José Salinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio Medina,0.00,0.00,0.00,0.00,0,2.03,0.23,,0,,,,,,,,,,,,,,,,,,15,,
Luisinho,0.00,0.00,0.00,0.00,0,0.53,0.18,0,0,209,245,1,175,33,6,1.07,0.00,15,9,18,46,17,9,1,5,1209,8,0,36
Kevin Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Fernández,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,1,,
Ignacio Pastor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mourad El Ghezouani,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,1,,
César,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonatan Carmona Alamo,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,4,,
Edu Expósito,0.07,0.14,0.21,0.07,2,1.28,0.62,0,0,759,933,8,557,194,42,1.63,0.12,56,41,58,480,148,28,6,26,3970,29,46,310
Kelechi Nwakali,0.00,0.00,0.00,0.00,0,1.19,0.00,0,0,7,7,0,5,2,0,0.00,0.00,1,5,0,4,1,1,0,2,36,4,0,2
Joaquín Muñoz,0.12,0.12,0.24,0.12,1,1.35,0.49,0,0,12,19,0,12,0,2,4.39,0.00,0,11,0,15,2,1,0,3,207,15,1,4
Sergio Gómez,0.05,0.14,0.19,0.05,0,0.00,0.00,0,0,6,6,0,3,3,1,12.86,0.00,0,0,0,0,0,0,0,0,24,0,0,0
Eugeni Valderrama,0.31,0.15,0.35,0.19,8,1.90,0.68,0,3,52,58,0,37,15,4,4.44,0.00,1,16,1,11,5,2,0,1,285,19,1,6
Kike,0.21,0.00,0.21,0.21,3,2.91,1.18,0,0,281,406,15,239,27,32,2.22,0.00,6,4,9,288,79,24,2,11,1679,31,51,61
Takashi Inui,0.22,0.00,0.22,0.22,2,1.74,0.54,0,0,188,255,7,160,21,12,1.30,0.22,12,6,18,197,44,7,1,11,1887,7,4,60
Jaime Seoane,0.00,0.00,0.00,0.00,0,0.72,0.10,0,0,79,102,0,47,32,5,2.06,0.00,6,18,5,54,12,3,1,3,656,34,2,25
Mikel Rico,0.00,0.00,0.00,0.00,0,1.12,0.37,0,0,72,92,1,60,11,3,1.12,0.00,2,1,6,62,11,4,2,1,358,5,6,30
Borja García,0.03,0.10,0.14,0.03,1,0.92,0.45,0,0,1102,1350,16,886,200,67,2.29,0.21,41,27,50,579,139,38,3,43,6909,19,15,238
Juan Carlos,0.29,0.15,0.41,0.26,10,2.45,0.83,0,1,51,64,0,46,5,7,3.04,0.43,4,16,6,69,16,5,0,2,742,39,4,14
Pablo Maffeo,0.00,0.00,0.00,0.00,0,0.60,0.15,0,0,215,299,5,166,44,13,1.96,0.00,12,10,12,109,34,19,4,13,1392,4,4,68
Pedro López Muñoz,0.00,0.19,0.19,0.00,0,0.39,0.19,0,0,195,244,1,161,33,13,2.52,0.39,6,4,6,76,18,9,1,7,1128,7,1,51
Pablo Insua,0.00,0.00,0.00,0.00,0,0.12,0.12,0,0,198,250,3,112,83,1,0.12,0.00,17,10,13,90,27,4,2,1,1010,16,21,76
Rafa Mir,0.00,0.41,0.41,0.00,0,5.39,0.83,1,0,38,66,2,31,5,4,1.06,0.00,4,1,5,60,17,5,0,1,581,6,13,16
Javi Galán,0.00,0.12,0.12,0.00,0,0.06,0.00,0,0,421,627,7,345,69,30,1.87,0.19,67,38,57,356,110,37,1,23,3807,15,13,139
Diego Bri,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,0,,
Dimitris Siovas,0.00,0.00,0.00,0.00,1,0.64,0.12,0,0,1052,1448,12,698,342,23,0.70,0.03,58,36,58,287,85,39,15,22,5750,30,93,453
Gerard Barri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinji Okazaki,1.00,0.00,1.00,1.00,1,1.98,0.99,0,0,46,57,0,42,4,5,1.23,0.00,1,7,3,81,29,4,1,2,285,55,7,11
David Ferreiro,0.04,0.12,0.16,0.04,1,1.46,0.47,3,0,645,1033,15,481,149,77,3.04,0.16,37,21,70,463,108,34,2,43,7231,42,5,195
Jorge Pulido,0.10,0.10,0.19,0.10,3,0.55,0.16,0,0,814,1070,8,592,214,27,0.87,0.13,63,33,58,318,106,48,17,7,3650,50,47,295
Pedro Mosquera,0.00,0.09,0.09,0.00,0,0.46,0.13,0,0,231,267,4,176,51,6,1.20,0.20,11,40,12,95,33,8,2,2,1107,53,9,66
Ramón Folch,0.04,0.04,0.07,0.04,1,0.69,0.22,0,0,0,0,0,0,0,0,0.00,0.00,0,22,0,0,0,0,0,0,0,34,0,0
Cifu,0.09,0.00,0.09,0.09,2,0.58,0.15,0,0,7,11,0,7,0,0,0.00,0.00,1,36,0,8,1,0,0,0,16,48,1,3
Pere Milla,0.00,0.00,0.00,0.00,0,1.06,0.00,0,0,74,127,1,65,8,6,1.58,0.00,7,6,5,95,36,7,1,4,554,7,6,17
Dani Calvo,0.05,0.00,0.05,0.05,1,0.55,0.11,0,0,82,106,3,56,23,0,0.00,0.00,6,18,6,28,11,4,2,0,402,35,8,15
Youssouf Koné,0.00,0.00,0.00,0.00,0,0.26,0.00,0,0,858,1060,5,709,144,33,1.74,0.21,70,45,57,297,99,50,3,10,4483,18,12,142
Lucas Boyé,0.47,0.08,0.55,0.47,6,2.62,0.46,0,0,30,40,1,27,2,2,1.02,0.51,3,13,3,31,2,1,0,5,217,32,2,14
Víctor Rodríguez,0.16,0.24,0.32,0.08,2,1.93,0.64,2,1,444,585,6,383,55,46,3.71,0.64,22,10,28,252,60,16,1,20,4650,8,2,78
Juan Sánchez Miño,0.00,0.00,0.00,0.00,0,0.45,0.13,0,0,27,32,2,23,2,0,0.00,0.00,0,29,1,15,3,2,0,1,95,13,0,4
Nino,0.27,0.04,0.31,0.27,7,1.83,0.67,0,0,10,15,0,9,1,1,1.48,0.00,0,7,2,3,1,0,0,0,94,17,1,4
Omenuke Mfulu,0.00,0.00,0.00,0.00,0,0.60,0.00,0,0,61,73,2,46,13,1,0.44,0.00,9,14,3,52,18,2,1,1,189,16,1,14
Raúl Guti,0.09,0.09,0.19,0.09,1,1.63,0.36,0,0,87,117,3,71,13,1,0.34,0.00,3,36,1,44,12,3,0,2,353,35,5,28
Tete Morente,0.17,0.25,0.41,0.17,2,1.82,0.66,0,0,76,94,5,63,8,3,1.00,0.33,4,13,6,57,20,8,1,9,651,24,4,22
Josema,0.00,0.00,0.00,0.00,0,0.37,0.00,0,0,101,124,1,61,39,0,0.00,0.00,5,5,0,26,11,6,4,1,459,12,5,19
Josan,0.13,0.13,0.26,0.13,3,0.96,0.17,0,0,118,143,1,99,18,0,0.00,0.00,8,13,8,36,14,6,0,6,665,18,1,32
Gonzalo Verdú,0.05,0.05,0.11,0.05,2,0.76,0.18,0,0,94,115,0,58,36,0,0.00,0.00,3,26,1,21,12,8,8,0,452,54,7,21
Fidel,0.14,0.14,0.29,0.14,2,1.03,0.57,0,0,121,156,4,98,19,5,1.67,0.00,4,25,9,57,10,7,0,4,666,56,2,26
